Saturday,afternoon,<30,silly,yes,yes,yes,no,Scrabble
Saturday,morning,30-60,silly,yes,no,no,no,SettersOfCatan
Weekday,morning,>60,tired,no,no,yes,no,SettersOfCatan
Saturday,evening,30-60,happy,no,no,no,yes,Fluxx
Saturday,afternoon,>60,tired,yes,yes,no,yes,Fluxx
Saturday,evening,>60,tired,yes,no,no,yes,SettersOfCatan
Weekday,evening,<30,silly,no,no,yes,yes,SettersOfCatan
Sunday,evening,>60,happy,no,no,yes,no,Fluxx
Weekday,afternoon,<30,tired,yes,yes,no,yes,Scrabble
Sunday,afternoon,<30,tired,yes,no,no,yes,Scrabble
Saturday,afternoon,<30,silly,no,yes,no,no,Fluxx
Sunday,evening,<30,happy,no,no,no,yes,Fluxx
Saturday,evening,30-60,happy,no,no,no,yes,Fluxx
Sunday,morning,>60,tired,no,yes,yes,yes,Fluxx
Weekday,morning,>60,happy,no,yes,yes,yes,Fluxx
Sunday,afternoon,30-60,happy,yes,no,yes,yes,Fluxx
Weekday,evening,30-60,tired,no,yes,no,no,ApplesToApples
Saturday,afternoon,30-60,tired,yes,yes,yes,no,ApplesToApples
Sunday,evening,>60,silly,no,yes,no,no,Fluxx
Saturday,evening,<30,happy,no,yes,yes,yes,Fluxx
Sunday,evening,>60,happy,no,yes,yes,yes,Fluxx
Sunday,afternoon,>60,happy,yes,no,no,no,Fluxx
Saturday,afternoon,>60,silly,yes,yes,yes,yes,SettersOfCatan
Saturday,morning,30-60,happy,yes,yes,yes,no,Fluxx
Saturday,evening,<30,happy,yes,no,yes,yes,Fluxx
Saturday,evening,30-60,silly,yes,yes,yes,yes,SettersOfCatan
Sunday,evening,>60,tired,no,yes,yes,no,ApplesToApples
Sunday,afternoon,>60,happy,yes,yes,no,yes,Fluxx
Sunday,evening,30-60,silly,yes,no,yes,no,Scrabble
Saturday,morning,30-60,happy,yes,yes,yes,no,Fluxx
Sunday,morning,30-60,happy,no,no,no,no,Fluxx
Saturday,afternoon,30-60,silly,no,yes,yes,yes,SettersOfCatan
Sunday,morning,>60,tired,no,no,yes,yes,SettersOfCatan
Sunday,morning,>60,tired,yes,no,no,yes,SettersOfCatan
Sunday,evening,30-60,happy,yes,yes,no,no,Fluxx
Sunday,afternoon,30-60,tired,no,no,no,no,ApplesToApples
Sunday,afternoon,<30,silly,yes,no,yes,yes,SettersOfCatan
Saturday,evening,>60,happy,yes,yes,no,yes,Fluxx
Weekday,evening,30-60,silly,yes,yes,yes,yes,SettersOfCatan
Weekday,morning,>60,silly,no,yes,yes,no,Scrabble
Sunday,morning,>60,tired,no,yes,no,no,Fluxx
Sunday,afternoon,30-60,silly,yes,yes,yes,no,Scrabble
Sunday,morning,>60,silly,yes,no,yes,no,Scrabble
Weekday,afternoon,<30,tired,no,yes,no,no,Scrabble
Saturday,afternoon,30-60,tired,no,yes,no,yes,ApplesToApples
Saturday,evening,30-60,happy,yes,no,no,yes,Fluxx
Sunday,morning,>60,happy,no,no,yes,yes,Fluxx
Weekday,evening,<30,silly,no,yes,yes,no,Scrabble
Weekday,afternoon,>60,tired,yes,no,yes,no,SettersOfCatan
Weekday,morning,<30,tired,no,yes,yes,no,Scrabble
Sunday,afternoon,30-60,silly,no,no,no,no,Fluxx
Saturday,morning,>60,happy,no,no,yes,no,Fluxx
Sunday,morning,<30,happy,no,yes,no,no,Fluxx
Weekday,afternoon,<30,silly,yes,yes,no,yes,SettersOfCatan
Saturday,morning,30-60,tired,no,no,no,no,ApplesToApples
Saturday,morning,<30,silly,yes,no,yes,no,Scrabble
Saturday,evening,>60,tired,yes,yes,yes,yes,ApplesToApples
Sunday,evening,30-60,happy,yes,no,no,yes,Fluxx
Sunday,morning,<30,silly,yes,no,no,yes,SettersOfCatan
Saturday,morning,<30,tired,yes,no,yes,yes,Scrabble
Sunday,evening,>60,silly,yes,yes,no,no,SettersOfCatan
